Id,Term,Year,location,College,Department,Major,level,Degree_level,headcount,headcount_pibb
1318,Fall,2014,On,CALS,Horticulture,HORT,Doctoral,Doctoral,17,17.0
1319,Fall,2014,On,CALS,Horticulture,HORT,Masters,Masters,10,9.33
1320,Fall,2014,On,CALS,Horticulture,HORT,Seniors,Bachelors,1,1.00
1321,Fall,2014,On,CALS,Horticulture,HORT,Sophomores,Bachelors,1,1.00
1322,Fall,2014,On,CALS,Horticulture,LCON,Freshmen,Bachelors,2,2.00
1323,Fall,2014,On,CALS,Horticulture,LCON,Juniors,Bachelors,7,7.00
1324,Fall,2014,On,CALS,Horticulture,LCON,Seniors,Bachelors,10,9.75
1325,Fall,2014,On,CALS,Horticulture,LCON,Sophomores,Bachelors,2,2.00
1326,Fall,2014,On,CALS,"Human Nutrition, Foods & Exercise",HNFE,Doctoral,Doctoral,34,33.0
1327,Fall,2014,On,CALS,"Human Nutrition, Foods & Exercise",HNFE,Freshmen,Bachelors,176,176
1328,Fall,2014,On,CALS,"Human Nutrition, Foods & Exercise",HNFE,Juniors,Bachelors,242,242
1329,Fall,2014,On,CALS,"Human Nutrition, Foods & Exercise",HNFE,Masters,Masters,20,19.3
1330,Fall,2014,On,CALS,"Human Nutrition, Foods & Exercise",HNFE,Seniors,Bachelors,317,308
1331,Fall,2014,On,CALS,"Human Nutrition, Foods & Exercise",HNFE,Sophomores,Bachelors,173,172
1332,Fall,2014,On,CALS,"Plant Pathology, Phys, & Weed Sci.",PPWS,Doctoral,Doctoral,24,24.0
1333,Fall,2014,On,CALS,"Plant Pathology, Phys, & Weed Sci.",PPWS,Masters,Masters,11,11.0
1334,Fall,2014,On,CAUS,Building Construction,BC,Freshmen,Bachelors,68,68.0
1335,Fall,2014,On,CAUS,Building Construction,BC,Juniors,Bachelors,44,43.5
1336,Fall,2014,On,CAUS,Building Construction,BC,Seniors,Bachelors,61,59.2
1337,Fall,2014,On,CAUS,Building Construction,BC,Sophomores,Bachelors,59,59.0
1338,Fall,2014,On,CAUS,Building Construction,BCSM,Masters,Masters,11,10.2
1339,Fall,2014,On,CAUS,Myers-Lawson School of Construction,EDP,Doctoral,Doctoral,15,13.3
1340,Fall,2014,On,CAUS,Real Estate Program,REA2,Freshmen,Bachelors,1,1.00
1341,Fall,2014,On,CAUS,Real Estate Program,REA2,Sophomores,Bachelors,5,5.00
1342,Fall,2014,On,CAUS,School of Architecture + Design,ADR,Doctoral,Doctoral,23,21.4
1343,Fall,2014,On,CAUS,School of Architecture + Design,ARCH,Freshmen,Bachelors,107,107
1344,Fall,2014,On,CAUS,School of Architecture + Design,ARCH,Juniors,Bachelors,91,91.0
1345,Fall,2014,On,CAUS,School of Architecture + Design,ARCH,Masters,Masters,77,71.2
1346,Fall,2014,On,CAUS,School of Architecture + Design,ARCH,Non-degree-seeking,Non-degre,4,4.00
1347,Fall,2014,On,CAUS,School of Architecture + Design,ARCH,Seniors,Bachelors,217,215
1348,Fall,2014,On,CAUS,School of Architecture + Design,ARCH,Sophomores,Bachelors,82,81.9
1349,Fall,2014,On,CAUS,School of Architecture + Design,IDS,Freshmen,Bachelors,26,26.0
1350,Fall,2014,On,CAUS,School of Architecture + Design,IDS,Juniors,Bachelors,30,29.8
1351,Fall,2014,On,CAUS,School of Architecture + Design,IDS,Non-degree-seeking,Non-degre,1,1.00
1352,Fall,2014,On,CAUS,School of Architecture + Design,IDS,Seniors,Bachelors,42,40.9
1353,Fall,2014,On,CAUS,School of Architecture + Design,IDS,Sophomores,Bachelors,25,25.0
1354,Fall,2014,On,CAUS,School of Architecture + Design,ITDS,Freshmen,Bachelors,22,22.0
1355,Fall,2014,On,CAUS,School of Architecture + Design,ITDS,Juniors,Bachelors,31,31.0
1356,Fall,2014,On,CAUS,School of Architecture + Design,ITDS,Seniors,Bachelors,42,41.3
1357,Fall,2014,On,CAUS,School of Architecture + Design,ITDS,Sophomores,Bachelors,29,29.0
1358,Fall,2014,On,CAUS,School of Architecture + Design,LAR,Freshmen,Bachelors,16,16.0
1359,Fall,2014,On,CAUS,School of Architecture + Design,LAR,Juniors,Bachelors,12,12.0
1360,Fall,2014,On,CAUS,School of Architecture + Design,LAR,Masters,Masters,8,6.44
1361,Fall,2014,On,CAUS,School of Architecture + Design,LAR,Seniors,Bachelors,28,27.8
1362,Fall,2014,On,CAUS,School of Architecture + Design,LAR,Sophomores,Bachelors,10,10.0
1363,Fall,2014,On,CAUS,School of Pub & Internat Affairs,EPP,Freshmen,Bachelors,11,11.0
1364,Fall,2014,On,CAUS,School of Pub & Internat Affairs,EPP,Juniors,Bachelors,21,20.8
1365,Fall,2014,On,CAUS,School of Pub & Internat Affairs,EPP,Seniors,Bachelors,30,28.8
1366,Fall,2014,On,CAUS,School of Pub & Internat Affairs,EPP,Sophomores,Bachelors,10,10.0
1367,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PAPA,Doctoral,Doctoral,29,20.4
1368,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PAPA,Masters,Masters,28,20.3
1369,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PGG,Doctoral,Doctoral,30,23.9
1370,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PIA,Masters,Masters,11,9.33
1371,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PUA,Freshmen,Bachelors,4,4.00
1372,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PUA,Juniors,Bachelors,12,12.0
1373,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PUA,Seniors,Bachelors,19,18.3
1374,Fall,2014,On,CAUS,School of Pub & Internat Affairs,PUA,Sophomores,Bachelors,3,3.00
1375,Fall,2014,On,CAUS,School of Pub & Internat Affairs,URPL,Masters,Masters,39,35.1
1376,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ART,Freshmen,Bachelors,33,33.0
1377,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ART,Juniors,Bachelors,7,7.00
1378,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ART,Seniors,Bachelors,7,7.00
1379,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ART,Sophomores,Bachelors,15,15.0
1380,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ARTF,Juniors,Bachelors,38,37.8
1381,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ARTF,Seniors,Bachelors,64,62.3
1382,Fall,2014,On,CAUS,School of Visual Arts (SOVA),ARTF,Sophomores,Bachelors,20,20.0
1383,Fall,2014,On,CAUS,School of Visual Arts (SOVA),CTEC,Masters,Masters,18,17.0
1384,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Freshmen,Bachelors,6,6.00
1385,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Juniors,Bachelors,14,14.0
1386,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Seniors,Bachelors,28,26.7
1387,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",AHRM,Sophomores,Bachelors,10,9.17
1388,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",CONS,Juniors,Bachelors,15,15.0
1389,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",CONS,Seniors,Bachelors,11,10.5
1390,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",CONS,Sophomores,Bachelors,1,1.00
1391,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Freshmen,Bachelors,14,14.0
1392,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Juniors,Bachelors,34,34.0
1393,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Seniors,Bachelors,20,20.0
1394,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",FMD,Sophomores,Bachelors,10,10.0
1395,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Juniors,Bachelors,11,11.0
1396,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Seniors,Bachelors,13,12.8
1397,Fall,2014,On,CLAHS,"Apparel, Housing and Resource Mgmt",PM,Sophomores,Bachelors,6,6.00
1398,Fall,2014,On,CLAHS,Communication,CMST,Freshmen,Bachelors,12,12.0
1399,Fall,2014,On,CLAHS,Communication,CMST,Juniors,Bachelors,15,14.5
1400,Fall,2014,On,CLAHS,Communication,CMST,Seniors,Bachelors,9,9.00
1401,Fall,2014,On,CLAHS,Communication,CMST,Sophomores,Bachelors,12,12.0
1402,Fall,2014,On,CLAHS,Communication,COMM,Freshmen,Bachelors,70,70.0
1403,Fall,2014,On,CLAHS,Communication,COMM,Juniors,Bachelors,12,11.5
1404,Fall,2014,On,CLAHS,Communication,COMM,Masters,Masters,17,15.7
1405,Fall,2014,On,CLAHS,Communication,COMM,Non-degree-seeking,Non-degre,2,2.00
1406,Fall,2014,On,CLAHS,Communication,COMM,Seniors,Bachelors,34,29.6
1407,Fall,2014,On,CLAHS,Communication,COMM,Sophomores,Bachelors,19,18.3
1408,Fall,2014,On,CLAHS,Communication,MJ,Freshmen,Bachelors,5,5.00
1409,Fall,2014,On,CLAHS,Communication,MJ,Juniors,Bachelors,52,52.0
1410,Fall,2014,On,CLAHS,Communication,MJ,Seniors,Bachelors,52,51.1
1411,Fall,2014,On,CLAHS,Communication,MJ,Sophomores,Bachelors,50,50.0
1412,Fall,2014,On,CLAHS,Communication,PR,Freshmen,Bachelors,5,5.00
1413,Fall,2014,On,CLAHS,Communication,PR,Juniors,Bachelors,105,105
1414,Fall,2014,On,CLAHS,Communication,PR,Seniors,Bachelors,90,89.8
1415,Fall,2014,On,CLAHS,Communication,PR,Sophomores,Bachelors,54,54.0
1416,Fall,2014,On,CLAHS,Dean-Liberal Arts & Human Sciences,LAHS,Sophomores,Bachelors,1,0.25
1417,Fall,2014,On,CLAHS,Dean-Liberal Arts & Human Sciences,REA7,Freshmen,Bachelors,2,2.00
1418,Fall,2014,On,CLAHS,Dean-Liberal Arts & Human Sciences,REA7,Juniors,Bachelors,1,1.00
1419,Fall,2014,On,CLAHS,Dean-Liberal Arts & Human Sciences,REA7,Seniors,Bachelors,3,3.00
1420,Fall,2014,On,CLAHS,Department of Religion and Culture,IDST,Seniors,Bachelors,1,1.00
1421,Fall,2014,On,CLAHS,Department of Religion and Culture,MCP,Masters,Masters,8,7.67
1422,Fall,2014,On,CLAHS,Department of Religion and Culture,RLCL,Freshmen,Bachelors,3,3.00
1423,Fall,2014,On,CLAHS,Department of Religion and Culture,RLCL,Juniors,Bachelors,7,7.00
1424,Fall,2014,On,CLAHS,Department of Religion and Culture,RLCL,Seniors,Bachelors,5,5.00
1425,Fall,2014,On,CLAHS,English,ENCW,Masters,Masters,22,22.0
1426,Fall,2014,On,CLAHS,English,ENGL,Freshmen,Bachelors,35,35.0
1427,Fall,2014,On,CLAHS,English,ENGL,Juniors,Bachelors,77,76.3
1428,Fall,2014,On,CLAHS,English,ENGL,Masters,Masters,26,24.7
1429,Fall,2014,On,CLAHS,English,ENGL,Non-degree-seeking,Non-degre,3,2.25
1430,Fall,2014,On,CLAHS,English,ENGL,Seniors,Bachelors,89,87.6
1431,Fall,2014,On,CLAHS,English,ENGL,Sophomores,Bachelors,49,48.8
1432,Fall,2014,On,CLAHS,English,RW,Doctoral,Doctoral,14,14.0
1433,Fall,2014,On,CLAHS,Foreign Languages and Literatures,CLA,Freshmen,Bachelors,2,2.00
1434,Fall,2014,On,CLAHS,Foreign Languages and Literatures,CLA,Juniors,Bachelors,1,1.00
1435,Fall,2014,On,CLAHS,Foreign Languages and Literatures,CLA,Seniors,Bachelors,3,3.00
1436,Fall,2014,On,CLAHS,Foreign Languages and Literatures,CLA,Sophomores,Bachelors,2,2.00
1437,Fall,2014,On,CLAHS,Foreign Languages and Literatures,FLCL,Masters,Masters,9,8.33
1438,Fall,2014,On,CLAHS,Foreign Languages and Literatures,FR,Freshmen,Bachelors,3,3.00
1439,Fall,2014,On,CLAHS,Foreign Languages and Literatures,FR,Juniors,Bachelors,4,4.00
1440,Fall,2014,On,CLAHS,Foreign Languages and Literatures,FR,Seniors,Bachelors,5,5.00
1441,Fall,2014,On,CLAHS,Foreign Languages and Literatures,GER,Freshmen,Bachelors,3,3.00
1442,Fall,2014,On,CLAHS,Foreign Languages and Literatures,GER,Juniors,Bachelors,1,1.00
1443,Fall,2014,On,CLAHS,Foreign Languages and Literatures,GER,Seniors,Bachelors,4,4.00
1444,Fall,2014,On,CLAHS,Foreign Languages and Literatures,GER,Sophomores,Bachelors,2,2.00
1445,Fall,2014,On,CLAHS,Foreign Languages and Literatures,RUS,Freshmen,Bachelors,5,5.00
1446,Fall,2014,On,CLAHS,Foreign Languages and Literatures,RUS,Juniors,Bachelors,2,2.00
1447,Fall,2014,On,CLAHS,Foreign Languages and Literatures,RUS,Seniors,Bachelors,2,2.00
1448,Fall,2014,On,CLAHS,Foreign Languages and Literatures,RUS,Sophomores,Bachelors,2,2.00
1449,Fall,2014,On,CLAHS,Foreign Languages and Literatures,SPAN,Freshmen,Bachelors,1,1.00
1450,Fall,2014,On,CLAHS,Foreign Languages and Literatures,SPAN,Juniors,Bachelors,8,7.50
1451,Fall,2014,On,CLAHS,Foreign Languages and Literatures,SPAN,Seniors,Bachelors,10,9.25
1452,Fall,2014,On,CLAHS,Foreign Languages and Literatures,SPAN,Sophomores,Bachelors,4,4.00
1453,Fall,2014,On,CLAHS,History,HIST,Freshmen,Bachelors,27,27.0
1454,Fall,2014,On,CLAHS,History,HIST,Juniors,Bachelors,72,71.5
1455,Fall,2014,On,CLAHS,History,HIST,Masters,Masters,17,16.3
1456,Fall,2014,On,CLAHS,History,HIST,Non-degree-seeking,Non-degre,1,1.00
1457,Fall,2014,On,CLAHS,History,HIST,Seniors,Bachelors,89,88.0
1458,Fall,2014,On,CLAHS,History,HIST,Sophomores,Bachelors,50,50.0
1459,Fall,2014,On,CLAHS,Human Development,HD,Doctoral,Doctoral,44,36.2
1460,Fall,2014,On,CLAHS,Human Development,HD,Freshmen,Bachelors,58,58.0
1461,Fall,2014,On,CLAHS,Human Development,HD,Juniors,Bachelors,178,178
1462,Fall,2014,On,CLAHS,Human Development,HD,Seniors,Bachelors,197,193
1463,Fall,2014,On,CLAHS,Human Development,HD,Sophomores,Bachelors,99,99.0
1464,Fall,2014,On,CLAHS,Philosophy,PHIL,Freshmen,Bachelors,7,7.00
1465,Fall,2014,On,CLAHS,Philosophy,PHIL,Juniors,Bachelors,12,12.0
1466,Fall,2014,On,CLAHS,Philosophy,PHIL,Masters,Masters,12,11.3
1467,Fall,2014,On,CLAHS,Philosophy,PHIL,Seniors,Bachelors,13,11.8
1468,Fall,2014,On,CLAHS,Philosophy,PHIL,Sophomores,Bachelors,4,4.00
1469,Fall,2014,On,CLAHS,Political Science,ASPT,Doctoral,Doctoral,32,27.0
1470,Fall,2014,On,CLAHS,Political Science,IS,Freshmen,Bachelors,80,80.0
1471,Fall,2014,On,CLAHS,Political Science,IS,Juniors,Bachelors,91,90.1
1472,Fall,2014,On,CLAHS,Political Science,IS,Seniors,Bachelors,115,115
1473,Fall,2014,On,CLAHS,Political Science,IS,Sophomores,Bachelors,80,79.8
1474,Fall,2014,On,CLAHS,Political Science,PSCI,Freshmen,Bachelors,83,83.0
1475,Fall,2014,On,CLAHS,Political Science,PSCI,Juniors,Bachelors,132,132
1476,Fall,2014,On,CLAHS,Political Science,PSCI,Masters,Masters,18,16.0
1477,Fall,2014,On,CLAHS,Political Science,PSCI,Non-degree-seeking,Non-degre,2,2.00
1478,Fall,2014,On,CLAHS,Political Science,PSCI,Seniors,Bachelors,129,128
1479,Fall,2014,On,CLAHS,Political Science,PSCI,Sophomores,Bachelors,115,115
1480,Fall,2014,On,CLAHS,School of Education,EDCI,Doctoral,Doctoral,114,95.0
1481,Fall,2014,On,CLAHS,School of Education,EDCI,Masters,Masters,127,117
1482,Fall,2014,On,CLAHS,School of Education,EDCO,Doctoral,Doctoral,14,11.4
1483,Fall,2014,On,CLAHS,School of Education,EDCT,Doctoral,Doctoral,11,8.00
1484,Fall,2014,On,CLAHS,School of Education,EDCT,Masters,Masters,6,6.00
1485,Fall,2014,On,CLAHS,School of Education,EDRE,Doctoral,Doctoral,20,16.3
1486,Fall,2014,On,CLAHS,School of Education,ELPS,Doctoral,Doctoral,38,27.0
1487,Fall,2014,On,CLAHS,School of Education,ELPS,Masters,Masters,31,30.0
1488,Fall,2014,On,CLAHS,School of Performing Arts,MUS,Freshmen,Bachelors,19,19.0
1489,Fall,2014,On,CLAHS,School of Performing Arts,MUS,Juniors,Bachelors,16,15.9
1490,Fall,2014,On,CLAHS,School of Performing Arts,MUS,Non-degree-seeking,Non-degre,2,1.67
1491,Fall,2014,On,CLAHS,School of Performing Arts,MUS,Seniors,Bachelors,29,27.6
1492,Fall,2014,On,CLAHS,School of Performing Arts,MUS,Sophomores,Bachelors,20,19.5
1493,Fall,2014,On,CLAHS,School of Performing Arts,TA,Freshmen,Bachelors,16,16.0
1494,Fall,2014,On,CLAHS,School of Performing Arts,TA,Juniors,Bachelors,12,12.0
1495,Fall,2014,On,CLAHS,School of Performing Arts,TA,Masters,Masters,11,11.0
1496,Fall,2014,On,CLAHS,School of Performing Arts,TA,Seniors,Bachelors,28,28.0
1497,Fall,2014,On,CLAHS,School of Performing Arts,TA,Sophomores,Bachelors,17,17.0
1498,Fall,2014,On,CLAHS,Science and Technology in Society,HSE,Juniors,Bachelors,4,4.00
1499,Fall,2014,On,CLAHS,Science and Technology in Society,HSE,Seniors,Bachelors,6,6.00
1500,Fall,2014,On,CLAHS,Science and Technology in Society,HSE,Sophomores,Bachelors,6,6.00
1501,Fall,2014,On,CLAHS,Science and Technology in Society,STS,Doctoral,Doctoral,28,25.8
1502,Fall,2014,On,CLAHS,Science and Technology in Society,STS,Masters,Masters,1,0.67
1503,Fall,2014,On,CLAHS,Sociology,SOC,Doctoral,Doctoral,35,30.2
1504,Fall,2014,On,CLAHS,Sociology,SOC,Freshmen,Bachelors,11,11.0
1505,Fall,2014,On,CLAHS,Sociology,SOC,Juniors,Bachelors,43,41.4
1506,Fall,2014,On,CLAHS,Sociology,SOC,Masters,Masters,13,10.2
1507,Fall,2014,On,CLAHS,Sociology,SOC,Seniors,Bachelors,52,51.0
1508,Fall,2014,On,CLAHS,Sociology,SOC,Sophomores,Bachelors,40,39.0
1509,Fall,2014,On,CNRE,College of Natural Resources,MNR,Masters,Masters,1,0.67
1510,Fall,2014,On,CNRE,College of Natural Resources,NR,Freshmen,Bachelors,13,13.0
1511,Fall,2014,On,CNRE,College of Natural Resources,NR,Juniors,Bachelors,1,1.00
1512,Fall,2014,On,CNRE,College of Natural Resources,NR,Sophomores,Bachelors,1,1.00
1513,Fall,2014,On,CNRE,College of Natural Resources,REA0,Freshmen,Bachelors,1,1.00
1514,Fall,2014,On,CNRE,College of Natural Resources,REA0,Seniors,Bachelors,1,1.00
1515,Fall,2014,On,CNRE,College of Natural Resources,REA0,Sophomores,Bachelors,2,2.00
1516,Fall,2014,On,CNRE,Fish and Wildlife Conservation,FISC,Freshmen,Bachelors,5,5.00
1517,Fall,2014,On,CNRE,Fish and Wildlife Conservation,FISC,Juniors,Bachelors,15,15.0
1518,Fall,2014,On,CNRE,Fish and Wildlife Conservation,FISC,Seniors,Bachelors,14,12.8
1519,Fall,2014,On,CNRE,Fish and Wildlife Conservation,FISC,Sophomores,Bachelors,15,15.0
1520,Fall,2014,On,CNRE,Fish and Wildlife Conservation,FIW,Doctoral,Doctoral,28,23.3
1521,Fall,2014,On,CNRE,Fish and Wildlife Conservation,FIW,Masters,Masters,30,26.9
1522,Fall,2014,On,CNRE,Fish and Wildlife Conservation,WLC,Freshmen,Bachelors,33,33.0
1523,Fall,2014,On,CNRE,Fish and Wildlife Conservation,WLC,Juniors,Bachelors,50,49.5
1524,Fall,2014,On,CNRE,Fish and Wildlife Conservation,WLC,Seniors,Bachelors,41,40.8
1525,Fall,2014,On,CNRE,Fish and Wildlife Conservation,WLC,Sophomores,Bachelors,34,34.0
1526,Fall,2014,On,CNRE,For Resources & Environ Consrv,EI,Freshmen,Bachelors,1,1.00
1527,Fall,2014,On,CNRE,For Resources & Environ Consrv,EI,Juniors,Bachelors,1,1.00
1528,Fall,2014,On,CNRE,For Resources & Environ Consrv,EI,Sophomores,Bachelors,1,1.00
1529,Fall,2014,On,CNRE,For Resources & Environ Consrv,ERM,Freshmen,Bachelors,13,13.0
1530,Fall,2014,On,CNRE,For Resources & Environ Consrv,ERM,Juniors,Bachelors,26,26.0
1531,Fall,2014,On,CNRE,For Resources & Environ Consrv,ERM,Seniors,Bachelors,18,17.7
1532,Fall,2014,On,CNRE,For Resources & Environ Consrv,ERM,Sophomores,Bachelors,24,23.9
1533,Fall,2014,On,CNRE,For Resources & Environ Consrv,FOR,Doctoral,Doctoral,44,37.3
1534,Fall,2014,On,CNRE,For Resources & Environ Consrv,FOR,Masters,Masters,34,33.0
1535,Fall,2014,On,CNRE,For Resources & Environ Consrv,FORS,Freshmen,Bachelors,4,4.00
1536,Fall,2014,On,CNRE,For Resources & Environ Consrv,FORS,Juniors,Bachelors,20,20.0
1537,Fall,2014,On,CNRE,For Resources & Environ Consrv,FORS,Non-degree-seeking,Non-degre,1,1.00
1538,Fall,2014,On,CNRE,For Resources & Environ Consrv,FORS,Seniors,Bachelors,19,18.4
1539,Fall,2014,On,CNRE,For Resources & Environ Consrv,FORS,Sophomores,Bachelors,11,10.9
1540,Fall,2014,On,CNRE,For Resources & Environ Consrv,NRC,Freshmen,Bachelors,6,6.00
1541,Fall,2014,On,CNRE,For Resources & Environ Consrv,NRC,Juniors,Bachelors,17,17.0
1542,Fall,2014,On,CNRE,For Resources & Environ Consrv,NRC,Seniors,Bachelors,22,22.0
1543,Fall,2014,On,CNRE,For Resources & Environ Consrv,NRC,Sophomores,Bachelors,7,7.00
1544,Fall,2014,On,CNRE,Geography,GAEA,Doctoral,Doctoral,17,15.2
1545,Fall,2014,On,CNRE,Geography,GEOG,Freshmen,Bachelors,11,11.0
1546,Fall,2014,On,CNRE,Geography,GEOG,Juniors,Bachelors,55,55.0
1547,Fall,2014,On,CNRE,Geography,GEOG,Masters,Masters,19,16.3
1548,Fall,2014,On,CNRE,Geography,GEOG,Seniors,Bachelors,45,44.5
1549,Fall,2014,On,CNRE,Geography,GEOG,Sophomores,Bachelors,13,13.0
1550,Fall,2014,On,CNRE,Geography,MTRG,Freshmen,Bachelors,20,20.0
1551,Fall,2014,On,CNRE,Geography,MTRG,Juniors,Bachelors,36,35.9
1552,Fall,2014,On,CNRE,Geography,MTRG,Seniors,Bachelors,41,39.0
1553,Fall,2014,On,CNRE,Geography,MTRG,Sophomores,Bachelors,13,13.0
1554,Fall,2014,On,CNRE,Sustainable Biomaterials,FPR,Doctoral,Doctoral,7,6.11
1555,Fall,2014,On,CNRE,Sustainable Biomaterials,FPR,Masters,Masters,18,16.3
1556,Fall,2014,On,CNRE,Sustainable Biomaterials,PSD,Freshmen,Bachelors,2,2.00
1557,Fall,2014,On,CNRE,Sustainable Biomaterials,PSD,Juniors,Bachelors,24,24.0
1558,Fall,2014,On,CNRE,Sustainable Biomaterials,PSD,Seniors,Bachelors,19,19.0
1559,Fall,2014,On,CNRE,Sustainable Biomaterials,PSD,Sophomores,Bachelors,4,4.00
1560,Fall,2014,On,CNRE,Sustainable Biomaterials,SBIO,Freshmen,Bachelors,4,4.00
1561,Fall,2014,On,CNRE,Sustainable Biomaterials,SBIO,Juniors,Bachelors,12,12.0
1562,Fall,2014,On,CNRE,Sustainable Biomaterials,SBIO,Seniors,Bachelors,13,12.5
1563,Fall,2014,On,CNRE,Sustainable Biomaterials,SBIO,Sophomores,Bachelors,8,8.00
1564,Fall,2014,On,CNRE,Sustainable Biomaterials,WOOD,Juniors,Bachelors,2,2.00
1565,Fall,2014,On,CNRE,Sustainable Biomaterials,WOOD,Seniors,Bachelors,3,3.00
1566,Fall,2014,On,COE,Aerospace and Ocean Engineering,AE,Doctoral,Doctoral,63,58.8
1567,Fall,2014,On,COE,Aerospace and Ocean Engineering,AE,Juniors,Bachelors,95,95.0
1568,Fall,2014,On,COE,Aerospace and Ocean Engineering,AE,Masters,Masters,40,35.9
1569,Fall,2014,On,COE,Aerospace and Ocean Engineering,AE,Non-degree-seeking,Non-degre,2,2.00
1570,Fall,2014,On,COE,Aerospace and Ocean Engineering,AE,Seniors,Bachelors,218,215
1571,Fall,2014,On,COE,Aerospace and Ocean Engineering,AE,Sophomores,Bachelors,73,73.0
1572,Fall,2014,On,COE,Aerospace and Ocean Engineering,DAE,Seniors,Bachelors,27,25.4
1573,Fall,2014,On,COE,Aerospace and Ocean Engineering,DAE,Sophomores,Bachelors,1,1.00
1574,Fall,2014,On,COE,Aerospace and Ocean Engineering,DOE,Juniors,Bachelors,2,2.00
1575,Fall,2014,On,COE,Aerospace and Ocean Engineering,DOE,Seniors,Bachelors,16,16.0
1576,Fall,2014,On,COE,Aerospace and Ocean Engineering,OCE,Masters,Masters,4,2.22
1577,Fall,2014,On,COE,Aerospace and Ocean Engineering,OE,Juniors,Bachelors,12,12.0
1578,Fall,2014,On,COE,Aerospace and Ocean Engineering,OE,Seniors,Bachelors,26,26.0
1579,Fall,2014,On,COE,Aerospace and Ocean Engineering,OE,Sophomores,Bachelors,10,10.0
1580,Fall,2014,On,COE,Biomedical Engineering & Mechanics,BMES,Doctoral,Doctoral,49,45.7
1581,Fall,2014,On,COE,Biomedical Engineering & Mechanics,BMES,Masters,Masters,5,4.11
1582,Fall,2014,On,COE,Biomedical Engineering & Mechanics,EM,Doctoral,Doctoral,75,71.4
1583,Fall,2014,On,COE,Biomedical Engineering & Mechanics,EM,Masters,Masters,10,10.0
1584,Fall,2014,On,COE,Biomedical Engineering & Mechanics,ESM,Juniors,Bachelors,65,65.0
1585,Fall,2014,On,COE,Biomedical Engineering & Mechanics,ESM,Seniors,Bachelors,91,89.7
1586,Fall,2014,On,COE,Biomedical Engineering & Mechanics,ESM,Sophomores,Bachelors,38,38.0
1587,Fall,2014,On,COE,Chemical Engineering,CHE,Doctoral,Doctoral,33,33.0
1588,Fall,2014,On,COE,Chemical Engineering,CHE,Juniors,Bachelors,92,92.0
1589,Fall,2014,On,COE,Chemical Engineering,CHE,Masters,Masters,1,0.11
1590,Fall,2014,On,COE,Chemical Engineering,CHE,Seniors,Bachelors,179,178
1591,Fall,2014,On,COE,Chemical Engineering,CHE,Sophomores,Bachelors,53,53.0
1592,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Doctoral,Doctoral,127,116
1593,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Freshmen,Bachelors,1,1.00
1594,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Juniors,Bachelors,166,166
1595,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Masters,Masters,149,142
1596,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Non-degree-seeking,Non-degre,2,2.00
1597,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Seniors,Bachelors,223,221
1598,Fall,2014,On,COE,Civil & Environmental Engineering,CE,Sophomores,Bachelors,91,91.0
1599,Fall,2014,On,COE,Civil & Environmental Engineering,CEM,Juniors,Bachelors,38,38.0
1600,Fall,2014,On,COE,Civil & Environmental Engineering,CEM,Seniors,Bachelors,63,62.0
1601,Fall,2014,On,COE,Civil & Environmental Engineering,CEM,Sophomores,Bachelors,17,17.0
1602,Fall,2014,On,COE,Civil & Environmental Engineering,ENE,Masters,Masters,21,18.7
1603,Fall,2014,On,COE,Civil & Environmental Engineering,ESEN,Masters,Masters,2,2.00
